comments,label,text,processed_comments,processed_newstitle,labels
근데 변기유천 빠들은 왜 관련도 없는 이세영 기사에서 쿵쾅 대는거임? ㅋㅋ SM한테 버림 받은 늙은 퇴물 ㅋㅋ,hate,"""[단독] 이세영 “실검 상위권 감사, 사실 대상포진 치료 중”""
",근데 변기 유천 빠들은 관련 도 없는 이세영 기사에서 쿵쾅 대는 거임 ㅋㅋ sm한테 버림 받은 늙은 퇴물 ㅋㅋ,단독 이세영 실검 상위권 감사 사실 대상포진 치료 중,2.0
근데 불친절한알바들보면 때리고싶긴하던데,hate,"산이·김용준도 분노했다…강서구 PC방 살인사건 국민청원 참여 42만↑
",근데 불친절한 알바들 보면 때리고 싶긴 하던 데,산이김용준 도 분노했다강 서구 pc방 살인사건 국민청원 참여 42만,2.0
"근데 브라 해본적도없는 한남들이 왜 더 거품물고 난리임 ㅋㅋ 관심없다면서 기사마다 댓글비율 20,30,40대 한국남성임 ㅋㅋㅋㅋㅋㅋ 브라 해본적도 없는 수컷들 주제에",hate,"""[단독] 임현주 아나운서 “‘노브라 챌린지’ 방송 덕에 낸 용기, 자연스런 논의의 창 됐으면” (인터뷰)""
",근데 브라 해본 적도 없는 한남들이 더 거품 물고 난리임 ㅋㅋ 관심 없다면서 기사마다 댓글 비율 20 30 40대 한국 남성 임 ㅋㅋㅋㅋㅋㅋ 브라 해본 적도 없는 수컷들 주제에,단독 임현주 아나운서 노브라 챌린지 방송 덕에 낸 용기 자연스런 논의의 창 됐으면 인터뷰,2.0
근데 사진만 봐선 거부감 든다;;;,offensive,"한예슬 '코 피어싱' 본 BTS 정국 반응에 '갑론을박'
",근데 사진만 봐선 거부감 든다,한예슬 코 피어싱 본 bts 정국 반응에 갑론을박,1.0
근데 세금이 너무 쎄긴해,none,"""이미자 탈세, 10년간 44억 넘는 소득 신고 누락…약 20억 세금 추가 납부""
",근데 세금이 너무 쎄긴해,이미 탈세 10년간 44억 넘는 소득 신고 누락약 20억 세금 추가 납부,0.0
근데 솔직히 김정훈 천재유전자 받고 싶어하는 여자들 많을텐데..,hate,"""‘前 여자친구 피소’ 김정훈, 사흘 침묵→“원만한 해결 위해 노력” [종합]""
",근데 솔직히 김정훈 천재 유전자 받고 싶어 하는 여자들 많을 텐데,前 여자친구 피소 김정훈 사흘 침묵 원만한 해결 위해 노력 종합,2.0
근데 신소율이 뭐하는 사람이죠???,none,"'신소율 남자친구' 뮤지컬배우 김지철은 누구?
",근데 신소율이 뭐하는 사람이죠,신소율 남자친구 뮤지컬 배우 김지철은,0.0
근데 실종이 아니고 삼촌이 사업실패하고 잠수탄거같은데... 실종이랑 잠수는 다르지...,none,"""[Oh!쎈 이슈] 쌈디, 실종된 삼촌 ‘정진철’ 노래발표→삼촌과 재회까지 17일(종합)""
",근데 실종이 아니고 삼촌이 사업 실패하고 잠수탄 거 같은데 실종이랑 잠수는 다르지,oh쎈 이슈 쌈디 실종된 삼촌 정진철 노래 발표삼촌과 재회까지 17일종합,0.0
근데 아이즈원은 딱 지금멤버가 조화롭고 이쁜데... 굳이 건드려야하나?,none,"""'아이돌학교' 이해인父 """"CJ의 조작 드러난다면 두번 희롱당한 셈"""" 참담 심경 고백[종합]""
",근데 아이즈원은 지금 멤버가 조화롭고 쁜데 굳이 건드려야,아이돌 학교 해인父 cj의 조작 드러난다면 두 번 희롱당한 셈 참담 심경 고백종합,0.0
근데 얘 왜이렇게 띄워주는거냐? 난 얘 노래 얼굴 1도 모르겠다,offensive,"""""""이 정도면 신드롬""""..'연예인들의 연예인' 양준일, 이지혜→김이나→신현준도 응원 [종합]""
",근데 얘 이렇게 띄워주는 거냐 난 얘 노래 얼굴 1도 모르겠다,정도면 신드롬 연예인들의 연예인 양준일 이지혜김이나 신현준 도 응원 종합,1.0
근데 어느정도인지모르겠으나 그냥가만히있는데 혼내고 때리진않았을건데 너무 한쪽말만 철썩같이 들어주는거아님?,offensive,"""더이스트라이트vs김창환, 폭행 폭로→녹취록 공개→국민청원..진실게임(종합)[Oh!쎈 이슈]""
",근데 정도인지 모르겠으나 그냥 가만히 있는데 혼내고 때리진 않았을 건데 너무 한쪽 말만 철썩같이 들어주는 거 아님,더 이스트라이트 vs 김창환 폭행 폭로녹취록 공개국민청원진실게임종합oh쎈 이슈,1.0
근데 어쩔??,offensive,"""'하하♥' 별, 임신 31주차...""""몸은 무겁고 생전 안 나던 코피까지""""""
",근데 어쩔,별 임신 31주차 몸은 무겁고 생전 안 나던 코피까지,1.0
근데 어차피 남돌 방탄빼면 다 미세먼지들 수준들이고 여돌 트와이스 빼면 라면스프 부스러기 수준들인데 왜 굳이 창업을..? 싸이나 되는 사람이 굳이..?,offensive,"""싸이, 소속사 P NATION 설립...첫 가수 제시·아이돌 준비 중 [종합]""
",근데 어차피 남돌 방탄 빼면 다 미세먼지들 수준들이 고 여돌 트와 이스 빼면 라면 스프 부스러 기 수준들인데 굳이 창업을 싸이나 되는 사람이 굳이,싸이 소속사 p nation 설립 첫 가수 제시아이돌 준비 중 종합,1.0
근데 여자 이쁘긴 오지게 예쁘다 저 여자의 첫사랑이 정겨운이라면 정겨운은 진짜 위너다,none,"""'동상이몽2' 정겨운♥김우림, 이혼 아픔 딛고 찾은 사랑…행복한 신혼 공개 [TV@픽]""
",근데 여자 이쁘긴 오지게 예쁘다 여자의 첫사랑이 정겨운이라면 정겨운은 진짜 위너다,동상이몽2 정겨운 김우림 혼 아픔 딛고 찾은 사랑 행복한 신혼 공개 tv픽,0.0
근데 왜 남자만 왜 마스크 쓰고다녀야되나여? 여자는 안쓰고다니는데 너무한거아니야?나도 내일부터 화장하고 다닐래,hate,"""'하이바이, 마마' 김태희, 49일 환생➝이규형x딸 서우진 만났다..오열[종합]""
",근데 남자만 마스크 쓰고 다녀야 되나 여자는 안 쓰고 다니는데 너무 한 거 아니야나도 내 일부터 화장하고 다닐래,하이바이 마마 김태희 49일 환생 이규형 x딸 서우진 만났다오열종합,2.0
근데 왜 이렇게 오바하고 흥분하는 사람들이 많지~~~~~~,none,"""[종합]'성접대 의혹' 승리, 16시간 밤샘조사 끝 귀가 """"입영 연기신청 할 것""""""
",근데 이렇게 오바하고 흥분하는 사람들이 많지,종합성접대 의혹 승리 16시간 밤샘 조사 끝 귀가 입영 연기 신청 할,0.0
근데 왜 이제 와서 이사단 난거냐. 문재앙시키 또 뭔가 숨기는거 아니야,hate,"""이승윤 매니저 강현석 “채무관계 인정, 당사자 만나 사과할 것”(전문)""
",근데 서 사단 난 거냐 문재앙시키 뭔가 숨기는 거 아니야,이승윤 매니저 강현석 채무관계 인정 당사자 만나 사과할 것전문,2.0
근데 왜 팩트가 지금 조사중이고 아직 확정아니고 확정해봐야 성폭행했으면 셰프가 벌받아야하는건데 이건 저 여자도 문제있는거 아님??? 왜 아이돌아버지라는거 거론해서 피해주냐저 여자가 구라일 가능성도 높은건 지난 9월이야,hate,"""아이돌 아버지 셰프 '직원 성폭행 피소'.. """"방송 출연 경력""""""
",근데 팩트가 지금 조사 중이고 아직 확정 아니고 확정해봐야 성폭행했으면 셰프가 벌받아야 하는 건데 이건 여자도 문제 있는 거 아님 아이돌 아버지라는 거 거론해서 피해주냐 여자가 구라 가능성도 높은 건 지난 9월 이야,아이돌 아버지 셰프 직원 성폭행 피소 방송 출연 경력,2.0
근데 요즘 경찰들 문재인이가 지네 라인아님 승진안시킨다오히려 역풍안맞기를 바래요,offensive,"""성폭행 막은 한상규 """"나도 놀라..큰 피해 없어 다행""""(직격 인터뷰)""
",근데 요즘 경찰들 문재인이가 지 라인 아님 승진 안 시킨다오히려 역풍 안 맞기를 바래요,성폭행 막은 한상규 나도 놀라큰 피해 없어 다행직격 인터뷰,1.0
근데 원래 사진 봐도 엄청 뚱뚱하더만ㅋㅋㅋㅋㅋㅋ 말 같지도 않은 소리 하고 앉았네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,offensive,"""[DAY컷] ‘SKY캐슬’ 조미녀 “케이 男 아닌 女, 캐릭터 위해 18kg 증량” (전문)""
",근데 원래 사진 봐도 엄청 뚱뚱하더만 ㅋㅋㅋㅋㅋㅋ 말 같지도 않은 소리 하고 앉았네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,day컷 sky캐슬 조미녀 케이 男 아닌 女 캐릭터 위해 18kg 증량 전문,1.0
근데 의문인게 APT 저팀 베스트 멤버 마자?리그 1위2위 다투는 팀이라 들었는데...아마추어여도 문수인급 애들 즐비할텐데...더방 놈들이 주작하는 느낌이낫다.,offensive,"""'핸섬 타이거즈', 감격의 첫 승…손지창, 진심 조언 """"또 한 번의 기적 만들길"""" [종합]""
",근데 의문인 게 apt 저팀 베스트 멤버 마자리그 1위 2위 다투는 팀이라 들었는데아마추어 여도 문수인 급 애들 즐비할 텐데더 방 놈들이 주작하는 느낌이 낫다,핸섬 타이거즈 감격의 첫 승 손지창 진심 조언 한 번의 기적 만들길 종합,1.0
근데 이 분 진짜 영화배우 뺨쳐요 미모는 반박불가,none,"""안현모, 남편 라이머와 제주 힐링 여행...수영복 자태는 ♥작품""
",근데 분 진짜 영화배우 뺨쳐요 미모는 반박 불가,안현모 남편 라이머와 제주 힐링 여행수영복 자태는 작품,0.0
근데 이 여자 전라도 광주사람임,offensive,"'둥지탈출3' 박잎선이 밝힌 #송종국과 이혼 #양육비 #송지아x송지욱[종합]
",근데 여자 전라도 광주 사람임,둥지 탈출3 박잎선이 밝힌 송종국과 혼 양육비 송지아 x송지욱 종합,1.0
근데 이건 솔직히 불법영업인지 모를수도 있을것같은데..그냥 유흥업소인건 알앗을거고...,none,"""대성 """"불법영업 인지 못해"""" vs 부동산 """"건물주가 모를 리가""""[종합]""
",근데 이건 솔직히 불법 영업인지 모를 수도 있을 같은데 그냥 유흥업소인 건 알앗을 거고,대성 불법 영업 인지 못해 vs 부동산 건물주가 모를 리가 종합,0.0
근데 이게 그렇게 실검에 줄세울일이냐? 코로나 2900명이 넘었는데 ㅋㅋㅋ 일일 최다 확진자 기록 매일 갈아치우는데 어휴,none,"""[RE:TV] '슈가맨3' 김사랑, 천재이자 노력형 가수…범불안장애 고백""
",근데 이게 그렇게 실검에 줄 세울 일이냐 코로나 2900명이 넘었는데 ㅋㅋㅋ 일일 최다 확진자 기록 매일 갈아치우는데 어휴,re tv 슈가맨3 김사랑 천재이자 노력형 가수 범 불안장애 고백,0.0
근데 이미 찍은거 까지 다 없앨필요 있나?죄는 죄고 예술은 예술이고..죄값은 받고 봐도 될것같은데...,none,"""'나의아저씨'부터 '신과함께2'까지..오달수, 깨끗이 지웠다[종합]""
",근데 이미 찍은 거 다 없앨 필요 있나죄는 죄 고 예술은 예술이고 죄값은 받고 봐도 될 같은데,나의 아저씨부터 신과 2까지 오달수 깨끗이 지웠다종합,0.0
근데 이부부 나올때 그냥 돌림 ㅠ,offensive,"""[夜TV] """"잘 산것 같아""""…'너는내운명' 노사연♥이무송, 더 감동인 이유""
",근데 부부 나올 그냥 돌림 ㅠ,夜tv 잘 산 같아 너는 내 운명 노사 연이 무송 더 감동인 이유,1.0
근데 이부부는 노래한곡으로 진짜 잘먹고 잘사는것같음... 뭔가 능력보다는 운으로 사는것같음,offensive,"""[夜TV] """"잘 산것 같아""""…'너는내운명' 노사연♥이무송, 더 감동인 이유""
",근데 부부는 노래 한 곡으로 진짜 잘 먹고 잘사는 같음 뭔가 능력보다는 운으로 사는 같음,夜tv 잘 산 같아 너는 내 운명 노사 연이 무송 더 감동인 이유,1.0
근데 이색히 남자냐??? 소름돋네...,offensive,"""방탄소년단 지민 """"살해 협박? 그런 말에 휘둘릴 여유 없다""""""
",근데 이색 히 남자냐 소름돋네,방탄소년단 지민 살해 협박 그런 말에 휘둘릴 여유 없다,1.0
근데 이선빈이 누군가요?신인배우인가요?,none,"""'두데' 지석진 """"이광수♥이선빈 열애, 미리 알았냐고? 노코멘트"""" 웃음""
",근데 선빈이 누군가요 신인 배우인가요,두데 지석진 이광수 이선빈 열애 미리 알았냐고 노코멘트 웃음,0.0
근데 인상이 좀거시기한군 뭔가 한성격할것같은,offensive,"""[단독] 이신영 학폭 주장 네티즌, 입장 번복+사과 """"기억 왜곡됐다..미안하고 후회돼""""""
",근데 인상이 거시기 한 군 뭔가 한 성격할 같은,단독 신영 학폭 주장 네티즌 입장 번복사과 기억 왜곡됐다미안하고 후회돼,1.0
근데 인터넷에서만 욕하지 ㅡ 지금 싸이콘서트 매진임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 가고싶음 ㅋㅋㅋㅋㅋㅋ,none,"‘싸이 흠뻑쇼’ 환불 문의→태풍 이중고…싸이 “약속대로 진행”[MK★이슈]
",근데 인터넷에서만 욕하지 ㅡ 지금 싸이 콘서트 매진 임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 가고 싶음 ㅋㅋㅋㅋㅋㅋ,싸이 흠뻑 쇼 환불 문의 태풍 중고싸이 약속대로 진행mk 이슈,0.0
근데 일진이었다는게 이렇게 근 파장을 일으킬 정도인가?.. 너무 오바하는거 아니냨ㅋ,offensive,"""[POP초점]광희 매니저, '전참시'로 화제→일진설→사실무근 해명..논란ing""
",근데 일진이었다는 게 이렇게 근 파장을 일으킬 정도인가 너무 오바 하는 거 아니냨ㅋ,pop 초점 광희 매니저 전 참시로 화제일진설 사실무근 해명 논란 ing,1.0
근데 임신이 되도 위험한거 아닌가 산모가 위험할 수도 있다고 본다,none,"""""""임신 그리고 유산""""..'동상이몽2' 한고은♥신영수의 고백(종합)""
",근데 임신이 되도 위험한 거 아닌가 산모가 위험할 수도 있다고 본다,임신 유산 동상이몽2 한고은 신영수의 고백종합,0.0
근데 장재인이 꼬셔서 이렇게 된거잖아ㅋㅋ 지금 프로그램 방영중인데 피디 개난감할듯 편집하기도 뭐하고 종방하겠지?,offensive,"""남태현은 '양다리'-그 팬은 """"'관종짓' 하지 마""""…뿔난 장재인은 '참지 않고'[종합]""
",근데 장재인 꼬셔서 이렇게 된 거잖아 ㅋㅋ 지금 프로그램 방영 중인데 피디 개난감할 듯 편집하기도 뭐하고 종방 하겠지,남태현은 양다리그 팬은 관종짓 하지 마 뿔난 장재인은 참지 않고종합,1.0
"근데 주진모,장동건,현빈,송승헌 정도의 얼굴과 재력이면..여자들이 먼저 알아서 팬티 내릴걸..",hate,"""[SW시선] 주진모 향한 조롱, 위기 극복 할까?""
",근데 주진모 장동건 현빈 송승헌 정도의 얼굴과 재력이면여자들이 먼저 알아서 팬티 내릴 걸,sw시선 주진모 향한 조롱 위기 극복 할까,2.0
근데 지가 뭔데 독설임 ㅋㅋ 백종원 급도 아니고 요리관련 종사자도 아니고 ㅋㅋ 지가 유명 쉐프라도 된 것 만양 착각에 빠졌네 ㅋㅋ,offensive,"""""""돈 쉽게 벌려고 했어요?""""…'골목식당' 조보아, 백종원급 독설""
",근데 지가 뭔데 독설 임 ㅋㅋ 백종원 급도 아니고 요리 관련 종사자도 아니고 ㅋㅋ 지가 유명 쉐프라도 된 만 양 착각에 빠졌네 ㅋㅋ,돈 쉽게 벌려고 골목식당 조보아 백종원 급 독설,1.0
근데 지겹지 않나... 매번 같은 패턴의 어한첨. 추모는 감사하지만.,none,"""""""또 일어나지 않길""""...'어서와' 터키 3人, UN공원서 전사자 추모·눈물(종합)""
",근데 지 겹지 않나 같은 패턴의 어한 첨 추모는 감사하지만,일어나지 않길어서와 터키 3人 un 공원서 전사자 추모눈물종합,0.0
